date,agency,sku,volume,industry_volume,soda_volume,avg_max_temp,price_regular,price_actual,discount,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,beer_capital,music_fest,discount_in_percent
2017-03-01,Agency_01,SKU_03,16.68375,613143990,886129111,26.35735671,1687.0725559999998,1463.801753,223.27080299999997,153733,120207,0,0,0,0,0,0,0,0,0,1,13.234214628526033
2017-04-01,Agency_01,SKU_03,24.0264,589969396,940912941,29.24749309,1695.171936,1464.7022960000002,230.46964,153733,120207,1,1,0,0,0,0,0,0,0,0,13.595649804339374
2017-05-01,Agency_01,SKU_03,26.226,628759461,917412482,31.12969186,1694.83811,1465.67579,229.16232,153733,120207,0,0,0,0,1,0,0,0,0,0,13.521192298419582
2017-06-01,Agency_01,SKU_03,25.7184,636846973,928366256,39.05925926,1695.229913,1465.785974,229.443939,153733,120207,0,0,0,0,0,0,0,0,0,0,13.53467970571376
2017-07-01,Agency_01,SKU_03,24.7878,670015726,926635433,35.84444444,1697.052683,1451.44552,245.607163,153733,120207,0,0,0,0,0,0,0,0,0,0,14.472571503544774
2017-08-01,Agency_01,SKU_03,20.2194,623319783,1049868815,32.16666667,1697.069461,1441.683544,255.385917,153733,120207,0,0,0,0,0,0,0,0,0,0,15.048642549345834
2017-09-01,Agency_01,SKU_03,25.2954,604571152,984438234,33.92,1695.8306940000002,1286.66975,409.160944,153733,120207,0,0,0,0,0,1,0,0,0,0,24.127464224326623
2017-10-01,Agency_01,SKU_03,13.536,616747012,996763883,32.848,1696.7419350000002,1465.976664,230.765271,153733,120207,0,0,0,0,0,0,0,0,0,0,13.600493171049015
2017-11-01,Agency_01,SKU_03,14.5512,592195062,967899589,31.531999999999996,1639.666625,1436.948602,202.718023,153733,120207,0,0,0,0,0,0,1,0,1,0,12.363368254812162
2017-12-01,Agency_01,SKU_03,10.9134,618073219,919709619,19.40365464,1640.11195,1443.48095,196.63099999999997,153733,120207,0,0,0,1,0,0,0,0,0,0,11.988876734908246
2017-01-01,Agency_01,SKU_04,65.6625,562154016,845614054,25.82479696,2349.796585,2003.808521,345.988064,153733,120207,0,0,1,0,0,0,0,0,0,0,14.72417085838943
2017-02-01,Agency_01,SKU_04,67.065,530252010,850913048,23.43324882,2347.835395,2054.766026,293.069369,153733,120207,0,0,0,0,0,0,0,0,0,0,12.482534747713862
2017-03-01,Agency_01,SKU_04,86.6877,613143990,886129111,26.35735671,2344.746227,2014.094517,330.65171000000004,153733,120207,0,0,0,0,0,0,0,0,0,1,14.101812221404206
2017-04-01,Agency_01,SKU_04,111.4416,589969396,940912941,29.24749309,2340.851188,1982.680034,358.171154,153733,120207,1,1,0,0,0,0,0,0,0,0,15.300893787529391
2017-05-01,Agency_01,SKU_04,94.2525,628759461,917412482,31.12969186,2342.431225,2000.449845,341.98138,153733,120207,0,0,0,0,1,0,0,0,0,0,14.59942030955466
2017-06-01,Agency_01,SKU_04,15.2082,636846973,928366256,39.05925926,2350.234939,2009.074595,341.160344,153733,120207,0,0,0,0,0,0,0,0,0,0,14.516010222584816
2017-07-01,Agency_01,SKU_04,56.232,670015726,926635433,35.84444444,2336.12468,2001.93786,334.18682,153733,120207,0,0,0,0,0,0,0,0,0,0,14.305179122545804
2017-08-01,Agency_01,SKU_04,80.7696,623319783,1049868815,32.16666667,2347.674747,2000.633273,347.04147400000005,153733,120207,0,0,0,0,0,0,0,0,0,0,14.782348979281329
2017-09-01,Agency_01,SKU_04,92.8467,604571152,984438234,33.92,2351.96301,1962.877073,389.085937,153733,120207,0,0,0,0,0,1,0,0,0,0,16.543029603173903
2017-10-01,Agency_01,SKU_04,76.2966,616747012,996763883,32.848,2404.248089,2035.046447,369.201642,153733,120207,0,0,0,0,0,0,0,0,0,0,15.356220669954329
2017-11-01,Agency_01,SKU_04,53.4204,592195062,967899589,31.531999999999996,2278.979547,1990.537351,288.442196,153733,120207,0,0,0,0,0,0,1,0,1,0,12.656638203695122
2017-12-01,Agency_01,SKU_04,80.7057,618073219,919709619,19.40365464,2562.440869,2093.64123,468.799639,153733,120207,0,0,0,1,0,0,0,0,0,0,18.29504222600658
2017-01-01,Agency_01,SKU_05,18.105,562154016,845614054,25.82479696,1887.681028,1692.8314,194.849628,153733,120207,0,0,1,0,0,0,0,0,0,0,10.322169111719228
2017-02-01,Agency_01,SKU_05,14.28,530252010,850913048,23.43324882,1884.277154,1534.199369,350.077785,153733,120207,0,0,0,0,0,0,0,0,0,0,18.578890279322465
2017-03-01,Agency_01,SKU_05,17.80755,613143990,886129111,26.35735671,1890.014025,1532.2458869999998,357.76813799999996,153733,120207,0,0,0,0,0,0,0,0,0,1,18.92939064301388
2017-04-01,Agency_01,SKU_05,23.004,589969396,940912941,29.24749309,1892.152289,1474.871773,417.280516,153733,120207,1,1,0,0,0,0,0,0,0,0,22.053220474158145
2017-05-01,Agency_01,SKU_05,20.448,628759461,917412482,31.12969186,2021.963688,1590.246919,431.71676900000006,153733,120207,0,0,0,0,1,0,0,0,0,0,21.35136113285137
2017-06-01,Agency_01,SKU_05,25.2405,636846973,928366256,39.05925926,2048.555268,1581.845338,466.70993,153733,120207,0,0,0,0,0,0,0,0,0,0,22.78239387974374
2017-07-01,Agency_01,SKU_05,26.3907,670015726,926635433,35.84444444,2057.37561,1619.480783,437.894827,153733,120207,0,0,0,0,0,0,0,0,0,0,21.28414592219259
2017-08-01,Agency_01,SKU_05,20.5119,623319783,1049868815,32.16666667,2056.8777149999996,1621.460445,435.41727,153733,120207,0,0,0,0,0,0,0,0,0,0,21.168845713319428
2017-09-01,Agency_01,SKU_05,23.1957,604571152,984438234,33.92,2055.241532,1463.703876,591.537656,153733,120207,0,0,0,0,0,1,0,0,0,0,28.781904549406505
2017-10-01,Agency_01,SKU_05,17.1252,616747012,996763883,32.848,2051.846358,1589.461977,462.384381,153733,120207,0,0,0,0,0,0,0,0,0,0,22.535039195171553
2017-11-01,Agency_01,SKU_05,16.4862,592195062,967899589,31.531999999999996,2053.051507,1590.295611,462.755896,153733,120207,0,0,0,0,0,0,1,0,1,0,22.539906788612292
2017-12-01,Agency_01,SKU_05,15.1443,618073219,919709619,19.40365464,2025.049474,1572.014619,453.034855,153733,120207,0,0,0,1,0,0,0,0,0,0,22.371545032188187
2017-01-01,Agency_01,SKU_11,15.9885,562154016,845614054,25.82479696,1716.938925,1563.089502,153.849423,153733,120207,0,0,1,0,0,0,0,0,0,0,8.960681172744685
2017-02-01,Agency_01,SKU_11,18.7245,530252010,850913048,23.43324882,1719.452055,1563.773972,155.67808300000002,153733,120207,0,0,0,0,0,0,0,0,0,0,9.053935673710892
2017-03-01,Agency_01,SKU_11,28.071,613143990,886129111,26.35735671,1728.604521,1569.775249,158.829272,153733,120207,0,0,0,0,0,0,0,0,0,1,9.188294376791116
2017-04-01,Agency_01,SKU_11,31.7796,589969396,940912941,29.24749309,1716.563173,1567.268201,149.294972,153733,120207,1,1,0,0,0,0,0,0,0,0,8.697318825678895
2017-05-01,Agency_01,SKU_11,38.5104,628759461,917412482,31.12969186,1723.442895,1578.67574,144.767155,153733,120207,0,0,0,0,1,0,0,0,0,0,8.399881157652167
2017-06-01,Agency_01,SKU_11,45.2412,636846973,928366256,39.05925926,1721.17167,1566.133177,155.038493,153733,120207,0,0,0,0,0,0,0,0,0,0,9.007729775147878
2017-07-01,Agency_01,SKU_11,3.6636,670015726,926635433,35.84444444,1727.252702,1557.732558,169.520144,153733,120207,0,0,0,0,0,0,0,0,0,0,9.814437910776531
2017-08-01,Agency_01,SKU_11,27.3492,623319783,1049868815,32.16666667,1743.480979,1575.761896,167.719083,153733,120207,0,0,0,0,0,0,0,0,0,0,9.619782780549626
2017-09-01,Agency_01,SKU_11,25.2192,604571152,984438234,33.92,1723.580189,1574.960387,148.619802,153733,120207,0,0,0,0,0,1,0,0,0,0,8.622737888756275
2017-10-01,Agency_01,SKU_11,23.9412,616747012,996763883,32.848,1725.065727,1560.230927,164.8348,153733,120207,0,0,0,0,0,0,0,0,0,0,9.555276498748736
2017-11-01,Agency_01,SKU_11,28.2012,592195062,967899589,31.531999999999996,1732.499042,1569.605256,162.893786,153733,120207,0,0,0,0,0,0,1,0,1,0,9.402243929206168
2017-12-01,Agency_01,SKU_11,22.0668,618073219,919709619,19.40365464,1713.254357,1560.0291619999998,153.225195,153733,120207,0,0,0,1,0,0,0,0,0,0,8.943517019171951
2017-01-01,Agency_02,SKU_01,4250.664000000001,562154016,845614054,29.95963449,1575.186623,1315.853048,259.333575,3137874,240809,0,0,1,0,0,0,0,0,0,0,16.463673015841753
2017-02-01,Agency_02,SKU_01,5205.492,530252010,850913048,28.45498037,1568.581262,1301.377858,267.203404,3137874,240809,0,0,0,0,0,0,0,0,0,0,17.03471860038068
2017-03-01,Agency_02,SKU_01,5935.14,613143990,886129111,29.88486041,1557.164335,1313.855504,243.308831,3137874,240809,0,0,0,0,0,0,0,0,0,1,15.625122251467442
2017-04-01,Agency_02,SKU_01,6558.624,589969396,940912941,33.24868788,1571.617519,1230.841202,340.776317,3137874,240809,1,1,0,0,0,0,0,0,0,0,21.683158458098102
2017-05-01,Agency_02,SKU_01,6422.328,628759461,917412482,35.327602399999996,1610.278679,1344.543334,265.735345,3137874,240809,0,0,0,0,1,0,0,0,0,0,16.502444481536852
2017-06-01,Agency_02,SKU_01,6251.904,636846973,928366256,39.9425,1600.741298,1343.79334,256.947958,3137874,240809,0,0,0,0,0,0,0,0,0,0,16.05181039066314
2017-07-01,Agency_02,SKU_01,5829.191999999999,670015726,926635433,38.4787234,1624.208655,1350.138884,274.069771,3137874,240809,0,0,0,0,0,0,0,0,0,0,16.87404941208123
2017-08-01,Agency_02,SKU_01,5272.128000000001,623319783,1049868815,36.11702128,1634.910495,1374.369961,260.540534,3137874,240809,0,0,0,0,0,0,0,0,0,0,15.936073246627483
2017-09-01,Agency_02,SKU_01,5717.411999999999,604571152,984438234,35.6625,1640.188179,1258.269825,381.918354,3137874,240809,0,0,0,0,0,1,0,0,0,0,23.285032710871647
2017-10-01,Agency_02,SKU_01,7117.2,616747012,996763883,34.34255319,1639.642057,1256.527139,383.114918,3137874,240809,0,0,0,0,0,0,0,0,0,0,23.36576549524309
2017-11-01,Agency_02,SKU_01,4646.808,592195062,967899589,34.89148936,1630.021904,1341.5057470000002,288.51615699999996,3137874,240809,0,0,0,0,0,0,1,0,1,0,17.70013987493017
2017-12-01,Agency_02,SKU_01,4335.444,618073219,919709619,24.04455799,1678.982073,1404.235415,274.746658,3137874,240809,0,0,0,1,0,0,0,0,0,0,16.36388276076608
2017-01-01,Agency_02,SKU_02,4418.712,562154016,845614054,29.95963449,1579.517111,1319.549894,259.967217,3137874,240809,0,0,1,0,0,0,0,0,0,0,16.458651520110063
2017-02-01,Agency_02,SKU_02,5514.911999999999,530252010,850913048,28.45498037,1569.114184,1323.810045,245.304139,3137874,240809,0,0,0,0,0,0,0,0,0,0,15.633287972368493
2017-03-01,Agency_02,SKU_02,6729.804,613143990,886129111,29.88486041,1564.565456,1294.278562,270.286894,3137874,240809,0,0,0,0,0,0,0,0,0,1,17.275524840681385
2017-04-01,Agency_02,SKU_02,7333.308000000001,589969396,940912941,33.24868788,1567.8529640000002,1234.663402,333.189562,3137874,240809,1,1,0,0,0,0,0,0,0,0,21.251327111054273
2017-05-01,Agency_02,SKU_02,5862.888000000001,628759461,917412482,35.327602399999996,1609.434182,1346.920835,262.513347,3137874,240809,0,0,0,0,1,0,0,0,0,0,16.310909134151842
2017-06-01,Agency_02,SKU_02,6291.3240000000005,636846973,928366256,39.9425,1603.04195,1346.47606,256.56588999999997,3137874,240809,0,0,0,0,0,0,0,0,0,0,16.00493923443488
2017-07-01,Agency_02,SKU_02,6301.044,670015726,926635433,38.4787234,1622.415731,1349.633251,272.78247999999996,3137874,240809,0,0,0,0,0,0,0,0,0,0,16.81335275465225
2017-08-01,Agency_02,SKU_02,5515.884,623319783,1049868815,36.11702128,1634.454773,1371.387036,263.067737,3137874,240809,0,0,0,0,0,0,0,0,0,0,16.095137127419314
2017-09-01,Agency_02,SKU_02,6001.451999999999,604571152,984438234,35.6625,1640.403054,1268.552399,371.850655,3137874,240809,0,0,0,0,0,1,0,0,0,0,22.668249372815417
2017-10-01,Agency_02,SKU_02,7275.528,616747012,996763883,34.34255319,1640.562572,1255.996074,384.566498,3137874,240809,0,0,0,0,0,0,0,0,0,0,23.44113565453205
2017-11-01,Agency_02,SKU_02,5485.968000000001,592195062,967899589,34.89148936,1616.402365,1309.533692,306.868673,3137874,240809,0,0,0,0,0,0,1,0,1,0,18.9846711217847
2017-12-01,Agency_02,SKU_02,4518.504,618073219,919709619,24.04455799,1687.1003489999998,1405.828864,281.271485,3137874,240809,0,0,0,1,0,0,0,0,0,0,16.67188825885306
2017-01-01,Agency_02,SKU_03,11866.44075,562154016,845614054,29.95963449,1636.303856,1401.751388,234.552468,3137874,240809,0,0,1,0,0,0,0,0,0,0,14.33428559982566
2017-02-01,Agency_02,SKU_03,15508.9125,530252010,850913048,28.45498037,1655.502828,1417.5949,237.90792799999997,3137874,240809,0,0,0,0,0,0,0,0,0,0,14.370735221722011
2017-03-01,Agency_02,SKU_03,18004.08,613143990,886129111,29.88486041,1657.316795,1400.057785,257.25901,3137874,240809,0,0,0,0,0,0,0,0,0,1,15.522621310308992
2017-04-01,Agency_02,SKU_03,16767.21,589969396,940912941,33.24868788,1652.364416,1417.882667,234.48174900000004,3137874,240809,1,1,0,0,0,0,0,0,0,0,14.190680138684373
2017-05-01,Agency_02,SKU_03,21859.965,628759461,917412482,35.327602399999996,1660.1579789999998,1437.075416,223.082563,3137874,240809,0,0,0,0,1,0,0,0,0,0,13.43742980016723
2017-06-01,Agency_02,SKU_03,19969.6575,636846973,928366256,39.9425,1652.993485,1436.267212,216.726273,3137874,240809,0,0,0,0,0,0,0,0,0,0,13.111138971004474
2017-07-01,Agency_02,SKU_03,21382.0575,670015726,926635433,38.4787234,1665.86988,1422.995957,242.873923,3137874,240809,0,0,0,0,0,0,0,0,0,0,14.579405385491452
2017-08-01,Agency_02,SKU_03,20437.5825,623319783,1049868815,36.11702128,1678.311685,1421.193428,257.11825699999997,3137874,240809,0,0,0,0,0,0,0,0,0,0,15.320054033944231
2017-09-01,Agency_02,SKU_03,20162.295,604571152,984438234,35.6625,1674.240426,1303.40987,370.830556,3137874,240809,0,0,0,0,0,1,0,0,0,0,22.149181816494973
2017-10-01,Agency_02,SKU_03,17254.8468,616747012,996763883,34.34255319,1680.449129,1454.076767,226.372362,3137874,240809,0,0,0,0,0,0,0,0,0,0,13.47094405260036
2017-11-01,Agency_02,SKU_03,17668.7925,592195062,967899589,34.89148936,1676.004595,1452.372311,223.632284,3137874,240809,0,0,0,0,0,0,1,0,1,0,13.343178453517307
2017-12-01,Agency_02,SKU_03,18350.925,618073219,919709619,24.04455799,1681.60111,1414.42898,267.17213,3137874,240809,0,0,0,1,0,0,0,0,0,0,15.887961087275922
2017-01-01,Agency_02,SKU_04,2724.675,562154016,845614054,29.95963449,2272.37853,1896.885484,375.493046,3137874,240809,0,0,1,0,0,0,0,0,0,0,16.524229614156756
2017-02-01,Agency_02,SKU_04,2286.7125,530252010,850913048,28.45498037,2293.567577,1988.5852079999995,304.982369,3137874,240809,0,0,0,0,0,0,0,0,0,0,13.297291610605988
2017-03-01,Agency_02,SKU_04,3230.6625,613143990,886129111,29.88486041,2273.750465,1955.551897,318.198568,3137874,240809,0,0,0,0,0,0,0,0,0,1,13.994436632253752
2017-04-01,Agency_02,SKU_04,2425.58025,589969396,940912941,33.24868788,2281.308602,1963.581993,317.726609,3137874,240809,1,1,0,0,0,0,0,0,0,0,13.92738399011218
2017-05-01,Agency_02,SKU_04,3054.48375,628759461,917412482,35.327602399999996,2246.019525,1950.978204,295.041321,3137874,240809,0,0,0,0,1,0,0,0,0,0,13.13618682811762
2017-06-01,Agency_02,SKU_04,3179.1525,636846973,928366256,39.9425,2263.843309,1976.785494,287.057815,3137874,240809,0,0,0,0,0,0,0,0,0,0,12.680109699235372
2017-07-01,Agency_02,SKU_04,3883.13925,670015726,926635433,38.4787234,2266.000444,1965.2546170000005,300.745827,3137874,240809,0,0,0,0,0,0,0,0,0,0,13.272099208820809
2017-08-01,Agency_02,SKU_04,3627.795,623319783,1049868815,36.11702128,2284.46457,1950.792316,333.672254,3137874,240809,0,0,0,0,0,0,0,0,0,0,14.606147032518871
2017-09-01,Agency_02,SKU_04,2647.5690000000004,604571152,984438234,35.6625,2288.786885,1921.824082,366.9628029999999,3137874,240809,0,0,0,0,0,1,0,0,0,0,16.033069981524292
2017-10-01,Agency_02,SKU_04,2835.0513,616747012,996763883,34.34255319,2375.456951,2015.3008489999995,360.156102,3137874,240809,0,0,0,0,0,0,0,0,0,0,15.16155036395774
2017-11-01,Agency_02,SKU_04,3327.7845,592195062,967899589,34.89148936,2367.785865,1995.153532,372.632333,3137874,240809,0,0,0,0,0,0,1,0,1,0,15.737585839503272
2017-12-01,Agency_02,SKU_04,3636.48525,618073219,919709619,24.04455799,2498.729273,1989.317962,509.411311,3137874,240809,0,0,0,1,0,0,0,0,0,0,20.38681487043995
2017-01-01,Agency_02,SKU_05,1133.41125,562154016,845614054,29.95963449,1875.754044,1563.9496789999998,311.804365,3137874,240809,0,0,1,0,0,0,0,0,0,0,16.622881128651855
2017-02-01,Agency_02,SKU_05,1358.19375,530252010,850913048,28.45498037,1878.072673,1492.748506,385.324167,3137874,240809,0,0,0,0,0,0,0,0,0,0,20.51699982325444
2017-03-01,Agency_02,SKU_05,1538.244,613143990,886129111,29.88486041,1873.607778,1498.674071,374.933707,3137874,240809,0,0,0,0,0,0,0,0,0,1,20.011323148979795
2017-04-01,Agency_02,SKU_05,1812.843,589969396,940912941,33.24868788,1873.545147,1404.49143,469.053717,3137874,240809,1,1,0,0,0,0,0,0,0,0,25.03562392137007
2017-05-01,Agency_02,SKU_05,1435.386,628759461,917412482,35.327602399999996,2021.360377,1551.046238,470.3141389999999,3137874,240809,0,0,0,0,1,0,0,0,0,0,23.267208774420332
2017-06-01,Agency_02,SKU_05,1544.3355,636846973,928366256,39.9425,2057.021116,1584.419054,472.602062,3137874,240809,0,0,0,0,0,0,0,0,0,0,22.975071005542365
2017-07-01,Agency_02,SKU_05,1734.885,670015726,926635433,38.4787234,2051.131795,1565.083714,486.048081,3137874,240809,0,0,0,0,0,0,0,0,0,0,23.69657972173358
2017-08-01,Agency_02,SKU_05,1760.7645,623319783,1049868815,36.11702128,2049.442619,1548.680369,500.76225,3137874,240809,0,0,0,0,0,0,0,0,0,0,24.434070286112267
2017-09-01,Agency_02,SKU_05,1725.747,604571152,984438234,35.6625,2045.057727,1446.754513,598.3032139999999,3137874,240809,0,0,0,0,0,1,0,0,0,0,29.256055029687676
2017-10-01,Agency_02,SKU_05,1504.5255,616747012,996763883,34.34255319,2044.377986,1568.121084,476.256902,3137874,240809,0,0,0,0,0,0,0,0,0,0,23.295931831658844
2017-11-01,Agency_02,SKU_05,1492.00125,592195062,967899589,34.89148936,2044.797799,1576.214764,468.58303499999994,3137874,240809,0,0,0,0,0,0,1,0,1,0,22.915861667552583
2017-12-01,Agency_02,SKU_05,1387.97175,618073219,919709619,24.04455799,2046.646978,1541.355914,505.2910639999999,3137874,240809,0,0,0,1,0,0,0,0,0,0,24.688725971382443
2017-01-01,Agency_02,SKU_11,9.918,562154016,845614054,29.95963449,1750.0331210000002,1530.511116,219.522005,3137874,240809,0,0,1,0,0,0,0,0,0,0,12.54387716242543
2017-02-01,Agency_02,SKU_11,5.5575,530252010,850913048,28.45498037,1724.511741,1520.741296,203.770445,3137874,240809,0,0,0,0,0,0,0,0,0,0,11.816123958764049
2017-03-01,Agency_02,SKU_11,8.7915,613143990,886129111,29.88486041,1758.2308480000002,1501.338509,256.892339,3137874,240809,0,0,0,0,0,0,0,0,0,1,14.61084244382453
2017-04-01,Agency_02,SKU_11,7.5828,589969396,940912941,33.24868788,1762.421369,1509.415651,253.00571800000003,3137874,240809,1,1,0,0,0,0,0,0,0,0,14.35557480465388
2017-05-01,Agency_02,SKU_11,8.8608,628759461,917412482,35.327602399999996,1779.197251,1599.3976,179.799651,3137874,240809,0,0,0,0,1,0,0,0,0,0,10.105661466087776
2017-06-01,Agency_02,SKU_11,6.3048,636846973,928366256,39.9425,1763.634493,1552.135991,211.498502,3137874,240809,0,0,0,0,0,0,0,0,0,0,11.992195822856363
2017-07-01,Agency_02,SKU_11,3.2376,670015726,926635433,38.4787234,1805.441531,1561.913222,243.528309,3137874,240809,0,0,0,0,0,0,0,0,0,0,13.488573560458326
2017-08-01,Agency_02,SKU_11,2.2152,623319783,1049868815,36.11702128,1864.102451,1721.0336539999998,143.068797,3137874,240809,0,0,0,0,0,0,0,0,0,0,7.674942808172938
2017-09-01,Agency_02,SKU_11,1.1076,604571152,984438234,35.6625,1889.683098,1700.730634,188.952464,3137874,240809,0,0,0,0,0,1,0,0,0,0,9.99916145728261
2017-10-01,Agency_02,SKU_11,0.9372,616747012,996763883,34.34255319,1865.324904,1718.09539,147.229514,3137874,240809,0,0,0,0,0,0,0,0,0,0,7.892968870156682
2017-11-01,Agency_02,SKU_11,1.1928,592195062,967899589,34.89148936,1832.267354,1697.3013079999998,134.966046,3137874,240809,0,0,0,0,0,0,1,0,1,0,7.366067277537709
2017-12-01,Agency_02,SKU_11,1.278,618073219,919709619,24.04455799,1889.683098,1709.725352,179.957746,3137874,240809,0,0,0,1,0,0,0,0,0,0,9.52317064117594
2017-01-01,Agency_02,SKU_12,46.95,562154016,845614054,29.95963449,1398.33,1398.33,0.0,3137874,240809,0,0,1,0,0,0,0,0,0,0,0.0
2017-02-01,Agency_02,SKU_12,21.6,530252010,850913048,28.45498037,1398.33,1398.33,0.0,3137874,240809,0,0,0,0,0,0,0,0,0,0,0.0
2017-03-01,Agency_02,SKU_12,58.5,613143990,886129111,29.88486041,1398.33,1429.02,30.69,3137874,240809,0,0,0,0,0,0,0,0,0,1,2.194760893351355
2017-04-01,Agency_02,SKU_12,0.0,589969396,940912941,33.24868788,0.0,0.0,0.0,3137874,240809,1,1,0,0,0,0,0,0,0,0,0.0
2017-05-01,Agency_02,SKU_12,0.0,628759461,917412482,35.327602399999996,0.0,0.0,0.0,3137874,240809,0,0,0,0,1,0,0,0,0,0,0.0
2017-06-01,Agency_02,SKU_12,0.0,636846973,928366256,39.9425,0.0,0.0,0.0,3137874,240809,0,0,0,0,0,0,0,0,0,0,0.0
2017-07-01,Agency_02,SKU_12,34.2,670015726,926635433,38.4787234,1398.33,1398.33,0.0,3137874,240809,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-01,Agency_02,SKU_12,31.2,623319783,1049868815,36.11702128,1398.33,1398.33,0.0,3137874,240809,0,0,0,0,0,0,0,0,0,0,0.0
