date,agency,sku,volume,industry_volume,soda_volume,avg_max_temp,price_regular,price_actual,discount,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,beer_capital,music_fest,discount_in_percent,year,month,quarter,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_6,volume_lag_12,volume_rolling_mean_3,volume_rolling_mean_6,volume_rolling_mean_12
2014-11-01,Agency_01,SKU_01,68.148,484133145,715784335,20.47692308,1301.595553,1241.66266,59.93289300000001,153733,120207,0,0,0,0,0,0,1,1,0,0,4.604571125175012,2014,11,4,113.292,100.872,107.352,21.924,95.364,107.17200000000001,83.214,93.24900000000001
2014-12-01,Agency_01,SKU_01,75.492,522571730,696401477,19.49615385,1301.676949,1224.7179,76.959049,153733,120207,0,0,0,1,0,0,0,0,0,0,5.912300210825966,2014,12,4,68.148,113.292,100.872,66.744,104.544,94.104,90.918,90.981
2015-01-01,Agency_01,SKU_01,41.58,498567142,762225057,16.73448276,1300.773539,1241.486851,59.286688,153733,120207,0,0,1,0,0,0,0,0,0,0,4.557802432357136,2015,1,1,75.492,68.148,113.292,89.1,100.548,85.644,92.37599999999999,88.56
2015-02-01,Agency_01,SKU_01,58.32,417947202,717053984,20.81666667,1302.179167,1240.457176,61.721991,153733,120207,0,0,0,0,0,0,0,0,0,0,4.739900050942836,2015,2,1,41.58,75.492,68.148,107.352,123.552,61.74000000000001,84.456,83.646
2015-03-01,Agency_01,SKU_01,87.37200000000001,515468092,871204688,20.31290323,1302.620523,1181.618015,121.002508,153733,120207,0,0,0,0,0,0,0,0,0,1,9.28916026298474,2015,3,1,58.32,41.58,75.492,100.872,125.172,58.464,76.284,78.21
2015-04-01,Agency_01,SKU_01,81.0,503173607,860265890,24.5,1348.404033,1201.805041,146.59899199999998,153733,120207,1,1,0,0,0,0,0,0,0,0,10.87203749115455,2015,4,2,87.37200000000001,58.32,41.58,113.292,70.524,62.424,74.034,75.06
2015-05-01,Agency_01,SKU_01,91.908,572293344,927833877,28.14137931,1366.276385,1202.500495,163.77589,153733,120207,0,0,0,0,1,0,0,0,0,0,11.987024865397204,2015,5,2,81.0,87.37200000000001,58.32,68.148,21.924,75.56400000000001,68.652,75.933
2015-06-01,Agency_01,SKU_01,86.616,549967070,899297932,31.213793100000004,1418.3125,1255.38086,162.93164,153733,120207,0,0,0,0,0,0,0,0,0,0,11.487710924073502,2015,6,2,91.908,81.0,87.37200000000001,75.492,66.744,86.75999999999999,72.61200000000001,81.765
2015-07-01,Agency_01,SKU_01,135.0,573927221,897112934,30.27419355,1428.6553310000002,1281.5562960000002,147.099035,153733,120207,0,0,0,0,0,0,0,0,0,0,10.29632772916871,2015,7,3,86.616,91.908,81.0,41.58,89.1,86.508,74.46600000000001,83.42099999999999
2015-08-01,Agency_01,SKU_01,97.632,573733505,875384686,30.62333333,1425.95824,1284.224495,141.733745,153733,120207,0,0,0,0,0,0,0,0,0,0,9.939543881733872,2015,8,3,135.0,86.616,91.908,58.32,107.352,104.508,90.036,87.246
2015-09-01,Agency_01,SKU_01,103.464,553979958,742568762,29.46333333,1411.650345,1262.126968,149.523377,153733,120207,0,0,0,0,0,1,0,0,0,0,10.592097223622329,2015,9,3,97.632,135.0,86.616,87.37200000000001,100.872,106.416,96.58800000000001,86.43599999999999
2015-10-01,Agency_01,SKU_01,92.016,544203593,761469815,25.6516129,1458.924161,1197.06593,261.858231,153733,120207,0,0,0,0,0,0,0,0,0,0,17.948721256388872,2015,10,4,103.464,97.632,135.0,81.0,113.292,112.032,99.27,86.652
2015-11-01,Agency_01,SKU_01,54.864,561516727,798860058,23.25,1460.677702,1216.632416,244.045286,153733,120207,0,0,0,0,0,0,1,0,1,0,16.70767518843113,2015,11,4,92.016,103.464,97.632,91.908,68.148,97.70400000000001,101.106,84.879
2015-12-01,Agency_01,SKU_01,40.608,568138672,822672453,19.80333333,1474.3610199999998,1275.6260960000002,198.734924,153733,120207,0,0,0,1,0,0,0,0,0,0,13.479393534156245,2015,12,4,54.864,92.016,103.464,86.616,75.492,83.448,94.932,83.772
2016-01-01,Agency_01,SKU_01,55.836000000000006,517389425,787479774,16.73103448,1479.24208,1269.684057,209.558023,153733,120207,0,0,1,0,0,0,0,0,0,0,14.166580699218615,2016,1,1,40.608,54.864,92.016,135.0,41.58,62.496,87.26400000000001,80.865
2016-02-01,Agency_01,SKU_01,52.812,532697061,729418593,23.32916667,1478.409679,1271.44279,206.966889,153733,120207,0,0,0,0,0,0,0,0,0,0,13.99929207308714,2016,2,1,55.836000000000006,40.608,54.864,97.632,58.32,50.436,74.07000000000001,82.05300000000001
2016-03-01,Agency_01,SKU_01,88.992,556542731,852685632,25.436,1478.920943,1267.291119,211.629824,153733,120207,1,1,0,0,0,0,0,0,0,0,14.309745561565151,2016,3,1,52.812,55.836000000000006,40.608,103.464,87.37200000000001,49.752,66.60000000000001,81.59400000000001
2016-04-01,Agency_01,SKU_01,66.63600000000001,589172265,864686985,27.37083333,1505.730682,1331.532197,174.198485,153733,120207,0,0,0,0,0,0,0,0,0,1,11.569033365822056,2016,4,2,88.992,52.812,55.836000000000006,92.016,81.0,65.88,64.188,81.729
2016-05-01,Agency_01,SKU_01,49.14,555318882,953568835,30.35925926,1521.457746,1337.206426,184.25132,153733,120207,0,0,0,0,1,0,0,0,0,0,12.110183176917486,2016,5,2,66.63600000000001,88.992,52.812,54.864,91.908,69.48,59.958,80.53200000000001
2016-06-01,Agency_01,SKU_01,4.32,538687923,912787084,32.12285185,1492.64375,1295.535938,197.107812,153733,120207,0,0,0,0,0,0,0,0,0,0,13.205281702348604,2016,6,2,49.14,66.63600000000001,88.992,40.608,86.616,68.25600000000001,59.004,76.968
2016-07-01,Agency_01,SKU_01,54.431999999999995,558020105,938467950,31.24375,1470.199777,1192.165551,278.034226,153733,120207,0,0,0,0,0,0,0,0,0,0,18.911322824938775,2016,7,3,4.32,49.14,66.63600000000001,55.836000000000006,135.0,40.032000000000004,52.95600000000001,70.11
2016-08-01,Agency_01,SKU_01,81.432,668934850,930171702,27.69886957,1465.381963,1189.818634,275.563329,153733,120207,0,0,0,0,0,0,0,0,0,0,18.804880635752713,2016,8,3,54.431999999999995,4.32,49.14,52.812,97.632,35.96399999999999,52.722,63.395999999999994
2016-09-01,Agency_01,SKU_01,75.384,615784543,904326556,28.144625,1570.018624,1359.734867,210.283757,153733,120207,0,0,0,0,0,1,0,0,0,0,13.393710990781212,2016,9,3,81.432,54.431999999999995,4.32,88.992,103.464,46.72799999999999,57.492,62.046
2016-10-01,Agency_01,SKU_01,61.128,629490371,889355958,27.936,1568.092535,1367.609872,200.482663,153733,120207,0,0,0,0,0,0,0,0,0,0,12.785129609714009,2016,10,4,75.384,81.432,54.431999999999995,66.63600000000001,92.016,70.416,55.224,59.705999999999996
2016-11-01,Agency_01,SKU_01,43.74,608313158,883100473,22.94971429,1556.33966,1360.138889,196.200771,153733,120207,0,0,0,0,0,0,1,0,1,0,12.606552158415084,2016,11,4,61.128,75.384,81.432,49.14,54.864,72.64799999999998,54.306000000000004,57.132000000000005
2016-12-01,Agency_01,SKU_01,29.592,622509370,890156001,20.7924041,1572.926095,1356.713276,216.212819,153733,120207,0,0,0,1,0,0,0,0,0,0,13.745898150415009,2016,12,4,43.74,61.128,75.384,4.32,40.608,60.083999999999996,53.406,56.20499999999999
2017-01-01,Agency_01,SKU_01,40.931999999999995,562154016,845614054,25.82479696,1600.063324,1402.351418,197.711906,153733,120207,0,0,1,0,0,0,0,0,0,0,12.356505085419982,2017,1,1,29.592,43.74,61.128,54.431999999999995,55.836000000000006,44.81999999999999,57.618,55.287000000000006
2017-02-01,Agency_01,SKU_01,45.576,530252010,850913048,23.43324882,1620.772215,1407.878999,212.893216,153733,120207,0,0,0,0,0,0,0,0,0,0,13.135295264177516,2017,2,1,40.931999999999995,29.592,43.74,81.432,52.812,38.087999999999994,55.367999999999995,54.044999999999995
2017-03-01,Agency_01,SKU_01,47.736,613143990,886129111,26.35735671,1605.027149,1400.583711,204.443438,153733,120207,0,0,0,0,0,0,0,0,0,1,12.737693448199732,2017,3,1,45.576,40.931999999999995,29.592,75.384,88.992,38.69999999999999,49.391999999999996,53.442
2017-04-01,Agency_01,SKU_01,63.72,589969396,940912941,29.24749309,1595.157309,1271.6471390000002,323.51017,153733,120207,1,1,0,0,0,0,0,0,0,0,20.280769061128375,2017,4,2,47.736,45.576,40.931999999999995,61.128,66.63600000000001,44.74799999999999,44.78399999999999,50.004
2017-05-01,Agency_01,SKU_01,60.696000000000005,628759461,917412482,31.12969186,1672.635787,1391.237879,281.39790800000003,153733,120207,0,0,0,0,1,0,0,0,0,0,16.823621148553126,2017,5,2,63.72,47.736,45.576,43.74,49.14,52.343999999999994,45.216,49.760999999999996
2017-06-01,Agency_01,SKU_01,84.24,636846973,928366256,39.05925926,1687.040865,1406.751362,280.28950299999997,153733,120207,0,0,0,0,0,0,0,0,0,0,16.61426873616366,2017,6,2,60.696000000000005,63.72,47.736,29.592,4.32,57.38399999999999,48.042,50.724
2017-07-01,Agency_01,SKU_01,59.292,670015726,926635433,35.84444444,1688.7961059999998,1397.5391619999998,291.256944,153733,120207,0,0,0,0,0,0,0,0,0,0,17.246424418271367,2017,7,3,84.24,60.696000000000005,63.72,40.931999999999995,54.431999999999995,69.552,57.15,57.38400000000001
2014-01-01,Agency_01,SKU_02,67.608,481364863,763723622,19.09230769,1201.4925119999998,1130.50629,70.986222,153733,120207,0,0,1,0,0,0,0,0,0,0,5.908170154288903,2014,1,1,70.632,76.896,103.356,116.316,78.408,83.628,96.606,112.66199999999999
2014-02-01,Agency_01,SKU_02,79.056,425528909,734443953,23.31923077,1201.718665,1082.039959,119.678706,153733,120207,0,0,0,0,0,0,0,0,0,0,9.958962067049196,2014,2,1,67.608,70.632,76.896,106.272,99.252,71.712,88.488,111.762
2014-03-01,Agency_01,SKU_02,75.6,557166363,828278650,23.15,1201.745804,1164.201429,37.544375,153733,120207,0,0,0,0,0,0,0,0,0,1,3.1241527846432993,2014,3,1,79.056,67.608,70.632,106.164,137.268,72.432,83.952,110.07900000000001
2014-04-01,Agency_01,SKU_02,132.84,514349463,873734739,26.56923077,1201.582215,1187.285874,14.296341,153733,120207,1,1,0,0,0,0,0,0,0,0,1.1897929930662297,2014,4,2,75.6,79.056,67.608,103.356,135.864,74.088,78.858,104.94
2014-05-01,Agency_01,SKU_02,140.292,574689995,887472626,29.43076923,1262.855995,1232.161952,30.694043,153733,120207,0,0,0,0,1,0,0,0,0,0,2.4305259761624685,2014,5,2,132.84,75.6,79.056,76.896,167.832,95.832,83.772,104.688
2014-06-01,Agency_01,SKU_02,171.396,553838801,865152191,33.39230769,1263.972353,1210.071952,53.900401,153733,120207,0,0,0,0,0,0,0,0,0,0,4.2643655038869355,2014,6,2,140.292,132.84,75.6,70.632,153.684,116.24399999999999,94.33800000000001,102.39299999999999
2014-07-01,Agency_01,SKU_02,124.848,550644737,837253085,30.03076923,1269.054553,1132.122243,136.93231,153733,120207,0,0,0,0,0,0,0,0,0,0,10.790104308463093,2014,7,3,171.396,140.292,132.84,67.608,116.316,148.176,111.13199999999999,103.86899999999999
2014-08-01,Agency_01,SKU_02,105.732,522726357,867388593,29.7375,1278.353039,1157.897025,120.456014,153733,120207,0,0,0,0,0,0,0,0,0,0,9.422750236055878,2014,8,3,124.848,171.396,140.292,79.056,106.272,145.512,120.67200000000001,104.57999999999998
2014-09-01,Agency_01,SKU_02,92.124,413051813,767383003,28.21666667,1299.712852,1165.7119,134.000952,153733,120207,0,0,0,0,0,1,0,0,0,0,10.310042852449998,2014,9,3,105.732,124.848,171.396,75.6,106.164,133.992,125.118,104.53500000000001
2014-10-01,Agency_01,SKU_02,78.408,438831227,790867324,28.08846154,1299.830062,1098.897211,200.932851,153733,120207,0,0,0,0,0,0,0,0,1,0,15.45839389887876,2014,10,4,92.124,105.732,124.848,132.84,103.356,107.568,127.872,103.365
2014-11-01,Agency_01,SKU_02,74.08800000000001,484133145,715784335,20.47692308,1298.975765,1170.108509,128.867256,153733,120207,0,0,0,0,0,0,1,1,0,0,9.920682084472917,2014,11,4,78.408,92.124,105.732,140.292,76.896,92.08800000000001,118.80000000000001,101.286
2014-12-01,Agency_01,SKU_02,67.608,522571730,696401477,19.49615385,1301.3835869999998,1193.420427,107.96316000000002,153733,120207,0,0,0,1,0,0,0,0,0,0,8.296029017000354,2014,12,4,74.08800000000001,78.408,92.124,171.396,70.632,81.54,107.766,101.052
2015-01-01,Agency_01,SKU_02,59.076,498567142,762225057,16.73448276,1302.364602,1213.685557,88.679045,153733,120207,0,0,1,0,0,0,0,0,0,0,6.809079797148848,2015,1,1,67.608,74.08800000000001,78.408,124.848,67.608,73.368,90.468,100.8
2015-02-01,Agency_01,SKU_02,47.628,417947202,717053984,20.81666667,1302.1753119999998,1178.821995,123.353317,153733,120207,0,0,0,0,0,0,0,0,0,0,9.472865586012585,2015,2,1,59.076,67.608,74.08800000000001,105.732,79.056,66.924,79.506,100.089
2015-03-01,Agency_01,SKU_02,53.46,515468092,871204688,20.31290323,1306.7536619999998,1134.347222,172.40644,153733,120207,0,0,0,0,0,0,0,0,0,1,13.193492011044391,2015,3,1,47.628,59.076,67.608,92.124,75.6,58.104000000000006,69.822,97.47000000000001
2015-04-01,Agency_01,SKU_02,57.456,503173607,860265890,24.5,1347.1281720000002,1159.6459109999998,187.482261,153733,120207,1,1,0,0,0,0,0,0,0,0,13.91718062889713,2015,4,2,53.46,47.628,59.076,78.408,132.84,53.388,63.37800000000001,95.625
2015-05-01,Agency_01,SKU_02,64.908,572293344,927833877,28.14137931,1366.673077,1186.254327,180.41875,153733,120207,0,0,0,0,1,0,0,0,0,0,13.201310030635804,2015,5,2,57.456,53.46,47.628,74.08800000000001,140.292,52.848000000000006,59.885999999999996,89.343
2015-06-01,Agency_01,SKU_02,73.656,549967070,899297932,31.213793100000004,1406.6875,1216.178662,190.508838,153733,120207,0,0,0,0,0,0,0,0,0,0,13.543081743457591,2015,6,2,64.908,57.456,53.46,67.608,171.396,58.608000000000004,58.356,83.06099999999999
2015-07-01,Agency_01,SKU_02,75.6,573927221,897112934,30.27419355,1414.815298,1058.018657,356.796641,153733,120207,0,0,0,0,0,0,0,0,0,0,25.218602138694152,2015,7,3,73.656,64.908,57.456,59.076,124.848,65.34,59.364000000000004,74.91600000000001
2015-08-01,Agency_01,SKU_02,74.952,573733505,875384686,30.62333333,1420.749008,1276.800595,143.948413,153733,120207,0,0,0,0,0,0,0,0,0,0,10.131867922444467,2015,8,3,75.6,73.656,64.908,47.628,105.732,71.388,62.117999999999995,70.812
2015-09-01,Agency_01,SKU_02,52.596,553979958,742568762,29.46333333,1417.628348,1275.831473,141.796875,153733,120207,0,0,0,0,0,1,0,0,0,0,10.002401207625963,2015,9,3,74.952,75.6,73.656,53.46,92.124,74.736,66.67200000000001,68.247
2015-10-01,Agency_01,SKU_02,46.008,544203593,761469815,25.6516129,1458.412124,1168.960526,289.451598,153733,120207,0,0,0,0,0,0,0,0,0,0,19.847037283680727,2015,10,4,52.596,74.952,75.6,57.456,78.408,67.716,66.52799999999999,64.953
2015-11-01,Agency_01,SKU_02,31.536,561516727,798860058,23.25,1458.2168800000002,1176.379808,281.83707200000003,153733,120207,0,0,0,0,0,0,1,0,1,0,19.327514025211393,2015,11,4,46.008,52.596,74.952,64.908,74.08800000000001,57.852,64.62,62.25299999999999
2015-12-01,Agency_01,SKU_02,32.832,568138672,822672453,19.80333333,1471.550154,1293.138117,178.412037,153733,120207,0,0,0,1,0,0,0,0,0,0,12.124088092752832,2015,12,4,31.536,46.008,52.596,73.656,67.608,43.379999999999995,59.058,58.707
2016-01-01,Agency_01,SKU_02,26.676,517389425,787479774,16.73103448,1480.881945,1233.64633,247.235615,153733,120207,0,0,1,0,0,0,0,0,0,0,16.695160328934932,2016,1,1,32.832,31.536,46.008,75.6,59.076,36.792,52.254,55.809
2016-02-01,Agency_01,SKU_02,33.696,532697061,729418593,23.32916667,1476.092052,1258.482677,217.609375,153733,120207,0,0,0,0,0,0,0,0,0,0,14.74226317424816,2016,2,1,26.676,32.832,31.536,74.952,47.628,30.348,44.1,53.10900000000001
2016-03-01,Agency_01,SKU_02,47.843999999999994,556542731,852685632,25.436,1474.718512,1269.780534,204.937978,153733,120207,1,1,0,0,0,0,0,0,0,0,13.896752250167726,2016,3,1,33.696,26.676,32.832,52.596,53.46,31.067999999999998,37.224,51.948
2016-04-01,Agency_01,SKU_02,37.26,589172265,864686985,27.37083333,1503.533451,1315.291373,188.242078,153733,120207,0,0,0,0,0,0,0,0,0,1,12.519979377565576,2016,4,2,47.843999999999994,33.696,26.676,46.008,57.456,36.071999999999996,36.431999999999995,51.48
2016-05-01,Agency_01,SKU_02,74.844,555318882,953568835,30.35925926,1514.510938,1321.050781,193.460157,153733,120207,0,0,0,0,1,0,0,0,0,0,12.773770868599696,2016,5,2,37.26,47.843999999999994,33.696,31.536,64.908,39.599999999999994,34.974,49.797
2016-06-01,Agency_01,SKU_02,24.948,538687923,912787084,32.12285185,1499.920625,1273.429375,226.49125,153733,120207,0,0,0,0,0,0,0,0,0,0,15.100215719748505,2016,6,2,74.844,37.26,47.843999999999994,32.832,73.656,53.315999999999995,42.192,50.62499999999999
2016-07-01,Agency_01,SKU_02,28.944000000000003,558020105,938467950,31.24375,1451.674207,1188.1686109999998,263.50559599999997,153733,120207,0,0,0,0,0,0,0,0,0,0,18.15184114516681,2016,7,3,24.948,74.844,37.26,26.676,75.6,45.684,40.87799999999999,46.565999999999995
2016-08-01,Agency_01,SKU_02,42.983999999999995,668934850,930171702,27.69886957,1438.287217,1191.472676,246.814541,153733,120207,0,0,0,0,0,0,0,0,0,0,17.160309713021665,2016,8,3,28.944000000000003,24.948,74.844,33.696,74.952,42.912,41.25599999999999,42.678
2016-09-01,Agency_01,SKU_02,25.596,615784543,904326556,28.144625,1517.793512,1326.012131,191.781381,153733,120207,0,0,0,0,0,1,0,0,0,0,12.635538331382724,2016,9,3,42.983999999999995,28.944000000000003,24.948,47.843999999999994,52.596,32.292,42.803999999999995,40.013999999999996
2016-10-01,Agency_01,SKU_02,40.608,629490371,889355958,27.936,1530.828125,1327.574302,203.253823,153733,120207,0,0,0,0,0,0,0,0,0,0,13.277377105937353,2016,10,4,25.596,42.983999999999995,28.944000000000003,37.26,46.008,32.507999999999996,39.096,37.764
2016-11-01,Agency_01,SKU_02,26.892,608313158,883100473,22.94971429,1522.649347,1320.434237,202.21511,153733,120207,0,0,0,0,0,0,1,0,1,0,13.280477898500685,2016,11,4,40.608,25.596,42.983999999999995,74.844,31.536,36.395999999999994,39.653999999999996,37.314
2016-12-01,Agency_01,SKU_02,30.888,622509370,890156001,20.7924041,1531.756556,1323.717657,208.038899,153733,120207,0,0,0,1,0,0,0,0,0,0,13.581720814909962,2016,12,4,26.892,40.608,25.596,24.948,32.832,31.032,31.662000000000003,36.927
2017-01-01,Agency_01,SKU_02,20.52,562154016,845614054,25.82479696,1572.897039,1362.967434,209.929605,153733,120207,0,0,1,0,0,0,0,0,0,0,13.346684480598098,2017,1,1,30.888,26.892,40.608,28.944000000000003,26.676,32.796,32.651999999999994,36.76499999999999
2017-02-01,Agency_01,SKU_02,22.896,530252010,850913048,23.43324882,1564.061026,1375.106427,188.954599,153733,120207,0,0,0,0,0,0,0,0,0,0,12.08102470804742,2017,2,1,20.52,30.888,26.892,42.983999999999995,33.696,26.099999999999998,31.248,36.252
2017-03-01,Agency_01,SKU_02,23.436,613143990,886129111,26.35735671,1546.349367,1352.851671,193.497696,153733,120207,0,0,0,0,0,0,0,0,0,1,12.513193986388456,2017,3,1,22.896,20.52,30.888,25.596,47.843999999999994,24.768,27.900000000000002,35.352
2017-04-01,Agency_01,SKU_02,30.671999999999997,589969396,940912941,29.24749309,1555.878961,1252.93684,302.942121,153733,120207,1,1,0,0,0,0,0,0,0,0,19.47080258770849,2017,4,2,23.436,22.896,20.52,40.608,37.26,22.284000000000002,27.539999999999996,33.318000000000005
2017-05-01,Agency_01,SKU_02,29.808000000000003,628759461,917412482,31.12969186,1664.514946,1376.058877,288.456069,153733,120207,0,0,0,0,1,0,0,0,0,0,17.329737392457154,2017,5,2,30.671999999999997,23.436,22.896,26.892,74.844,25.668000000000003,25.884,32.769
2017-06-01,Agency_01,SKU_02,43.848,636846973,928366256,39.05925926,1686.823276,1385.366225,301.457051,153733,120207,0,0,0,0,0,0,0,0,0,0,17.87128831390396,2017,6,2,29.808000000000003,30.671999999999997,23.436,30.888,24.948,27.971999999999998,26.37,29.016000000000002
2017-07-01,Agency_01,SKU_02,32.508,670015726,926635433,35.84444444,1687.5116280000002,1376.843231,310.668397,153733,120207,0,0,0,0,0,0,0,0,0,0,18.409852225326414,2017,7,3,43.848,29.808000000000003,30.671999999999997,20.52,28.944000000000003,34.776,28.53,30.590999999999998
2014-01-01,Agency_01,SKU_03,50.2524,481364863,763723622,19.09230769,1315.851064,1226.236165,89.614899,153733,120207,0,0,1,0,0,0,0,0,0,0,6.8104135378044575,2014,1,1,53.5518,51.9444,74.7018,64.296,35.955,60.066,64.155,61.80735000000001
2014-02-01,Agency_01,SKU_03,60.4044,425528909,734443953,23.31923077,1315.851064,1219.330972,96.520092,153733,120207,0,0,0,0,0,0,0,0,0,0,7.335183642029568,2014,2,1,50.2524,53.5518,51.9444,74.44800000000001,45.684,51.9162,61.814400000000006,62.99880000000001
2014-03-01,Agency_01,SKU_03,56.5128,557166363,828278650,23.15,1315.851064,1286.544663,29.306401,153733,120207,0,0,0,0,0,0,0,0,0,1,2.227182224629033,2014,3,1,60.4044,50.2524,53.5518,65.988,53.298,54.7362,59.473800000000004,64.2255
2014-04-01,Agency_01,SKU_03,84.7692,514349463,873734739,26.56923077,1315.851064,1297.859839,17.991225,153733,120207,1,1,0,0,0,0,0,0,0,0,1.3672690999929151,2014,4,2,56.5128,60.4044,50.2524,74.7018,61.8426,55.7232,57.8946,64.4934
2014-05-01,Agency_01,SKU_03,106.6806,574689995,887472626,29.43076923,1390.738755,1218.7674,171.97135500000002,153733,120207,0,0,0,0,1,0,0,0,0,0,12.365467948723412,2014,5,2,84.7692,56.5128,60.4044,51.9444,65.142,67.22879999999999,59.5725,66.40395000000001
2014-06-01,Agency_01,SKU_03,69.5412,553838801,865152191,33.39230769,1393.911321,1284.7016230000002,109.209698,153733,120207,0,0,0,0,0,0,0,0,0,0,7.834766556143065,2014,6,2,106.6806,84.7692,56.5128,53.5518,94.8366,82.6542,68.6952,69.8655
2014-07-01,Agency_01,SKU_03,84.5154,550644737,837253085,30.03076923,1400.786451,1295.613779,105.172672,153733,120207,0,0,0,0,0,0,0,0,0,0,7.508116024745873,2014,7,3,69.5412,106.6806,84.7692,50.2524,64.296,86.997,71.3601,67.75755
2014-08-01,Agency_01,SKU_03,60.2352,522726357,867388593,29.7375,1410.963386,1245.7452039999998,165.218182,153733,120207,0,0,0,0,0,0,0,0,0,0,11.709600946370696,2014,8,3,84.5154,69.5412,106.6806,60.4044,74.44800000000001,86.91239999999999,77.0706,69.4425
2014-09-01,Agency_01,SKU_03,48.8142,413051813,767383003,28.21666667,1436.268945,1305.246137,131.022808,153733,120207,0,0,0,0,0,1,0,0,0,0,9.122442454536255,2014,9,3,60.2352,84.5154,69.5412,56.5128,65.988,71.43060000000001,77.0424,68.2581
2014-10-01,Agency_01,SKU_03,55.6668,438831227,790867324,28.08846154,1435.015117,1359.45212,75.562997,153733,120207,0,0,0,0,0,0,0,0,1,0,5.265658605601993,2014,10,4,48.8142,60.2352,84.5154,84.7692,74.7018,64.5216,75.75930000000001,66.82695
2014-11-01,Agency_01,SKU_03,38.2392,484133145,715784335,20.47692308,1434.202716,1116.14344,318.05927599999995,153733,120207,0,0,0,0,0,0,1,1,0,0,22.176730838097225,2014,11,4,55.6668,48.8142,60.2352,106.6806,51.9444,54.90540000000001,70.9089,65.2407
2014-12-01,Agency_01,SKU_03,34.4322,522571730,696401477,19.49615385,1434.239048,1294.876039,139.363009,153733,120207,0,0,0,1,0,0,0,0,0,0,9.7168606024454,2014,12,4,38.2392,55.6668,48.8142,69.5412,53.5518,47.5734,59.50199999999999,64.0986
2015-01-01,Agency_01,SKU_03,32.2326,498567142,762225057,16.73448276,1433.714819,1357.065044,76.649775,153733,120207,0,0,1,0,0,0,0,0,0,0,5.3462358053509105,2015,1,1,34.4322,38.2392,55.6668,84.5154,50.2524,42.7794,53.650499999999994,62.5053
